isic_rev2_4dig;isic_rev2_secdig;isic_rev2_1dig;isic_rev2_2dig;isic_rev2_3dig;isic_rev4_4dig;isic_rev4_secdig;isic_rev4_1dig;isic_rev4_2dig;isic_rev4_3dig
8325;;;;;8220;"N";8;82;822
8325;;;;;8230;"N";8;82;823
8325;;;;;8291;"N";8;82;829
8325;;;;;8299;"N";8;82;829
8325;;;;;8550;"P";8;85;855
8329;;;;;161;"A";0;1;16
8329;;;;;162;"A";0;1;16
8329;;;;;163;"A";0;1;16
8329;;;;;164;"A";0;1;16
8329;;;;;6391;"J";6;63;639
8329;;;;;6399;"J";6;63;639
8329;;;;;7010;"M";7;70;701
8329;;;;;7020;"M";7;70;702
8329;;;;;7220;"M";7;72;722
8329;;;;;7310;"M";7;73;731
8329;;;;;7410;"M";7;74;741
8329;;;;;7420;"M";7;74;742
8329;;;;;7490;"M";7;74;749
8329;;;;;7810;"N";7;78;781
8329;;;;;7820;"N";7;78;782
8329;;;;;7830;"N";7;78;783
8329;;;;;8010;"N";8;80;801
8329;;;;;8020;"N";8;80;802
8329;;;;;8030;"N";8;80;803
8329;;;;;8130;"N";8;81;813
8329;;;;;8211;"N";8;82;821
8329;;;;;8219;"N";8;82;821
8329;;;;;8220;"N";8;82;822
8329;;;;;8230;"N";8;82;823
8329;;;;;8291;"N";8;82;829
8329;;;;;8292;"N";8;82;829
8329;;;;;8299;"N";8;82;829
8329;;;;;8541;"P";8;85;854
8329;;;;;8550;"P";8;85;855
8329;;;;;9000;"R";9;90;900
8329;;;;;9609;"S";9;96;960
8330;;;;;7721;"N";7;77;772
8330;;;;;7722;"N";7;77;772
8330;;;;;7729;"N";7;77;772
8330;;;;;7730;"N";7;77;773
9100;;;;;6810;"L";6;68;681
9100;;;;;6820;"L";6;68;682
9100;;;;;7120;"M";7;71;712
9100;;;;;7990;"N";7;79;799
9100;;;;;8411;"O";8;84;841
9100;;;;;8412;"O";8;84;841
9100;;;;;8413;"O";8;84;841
9100;;;;;8421;"O";8;84;842
9100;;;;;8422;"O";8;84;842
9100;;;;;8423;"O";8;84;842
9100;;;;;8430;"O";8;84;843
9100;;;;;8890;"Q";8;88;889
9100;;;;;9101;"R";9;91;910
9200;;;;;3700;"E";3;37;370
9200;;;;;3811;"E";3;38;381
9200;;;;;3812;"E";3;38;381
9200;;;;;3821;"E";3;38;382
9200;;;;;3822;"E";3;38;382
9200;;;;;3900;"E";3;39;390
9200;;;;;8121;"N";8;81;812
9200;;;;;8129;"N";8;81;812
9200;;;;;8130;"N";8;81;813
9310;;;;;7990;"N";7;79;799
9310;;;;;8510;"P";8;85;851
9310;;;;;8521;"P";8;85;852
9310;;;;;8522;"P";8;85;852
9310;;;;;8530;"P";8;85;853
9310;;;;;8542;"P";8;85;854
9310;;;;;8549;"P";8;85;854
9310;;;;;8550;"P";8;85;855
9310;;;;;8810;"Q";8;88;881
9310;;;;;8890;"Q";8;88;889
9310;;;;;9000;"R";9;90;900
9310;;;;;9321;"R";9;93;932
9310;;;;;9329;"R";9;93;932
9320;;;;;7210;"M";7;72;721
9320;;;;;7220;"M";7;72;722
9331;;;;;2660;"C";2;26;266
9331;;;;;3250;"C";3;32;325
9331;;;;;3290;"C";3;32;329
9331;;;;;3313;"C";3;33;331
9331;;;;;3319;"C";3;33;331
9331;;;;;3320;"C";3;33;332
9331;;;;;8610;"Q";8;86;861
9331;;;;;8620;"Q";8;86;862
9331;;;;;8690;"Q";8;86;869
9331;;;;;8710;"Q";8;87;871
9331;;;;;8720;"Q";8;87;872
9331;;;;;8730;"Q";8;87;873
9332;;;;;161;"A";0;1;16
9332;;;;;162;"A";0;1;16
9332;;;;;163;"A";0;1;16
9332;;;;;164;"A";0;1;16
9332;;;;;7500;"M";7;75;750
9332;;;;;8130;"N";8;81;813
9332;;;;;8541;"P";8;85;854
9332;;;;;9609;"S";9;96;960
9340;;;;;5610;"I";5;56;561
9340;;;;;5621;"I";5;56;562
9340;;;;;5629;"I";5;56;562
9340;;;;;5630;"I";5;56;563
9340;;;;;8550;"P";8;85;855
9340;;;;;8720;"Q";8;87;872
9340;;;;;8730;"Q";8;87;873
9340;;;;;8790;"Q";8;87;879
9340;;;;;8810;"Q";8;88;881
9340;;;;;8890;"Q";8;88;889
9350;;;;;9411;"S";9;94;941
9350;;;;;9412;"S";9;94;941
9350;;;;;9420;"S";9;94;942
9391;;;;;9491;"S";9;94;949
9399;;;;;9492;"S";9;94;949
9399;;;;;9499;"S";9;94;949
9411;;;;;1820;"C";1;18;182
9411;;;;;5911;"J";5;59;591
9411;;;;;5912;"J";5;59;591
9411;;;;;5913;"J";5;59;591
9411;;;;;5920;"J";5;59;592
9411;;;;;7810;"N";7;78;781
9411;;;;;9200;"R";9;92;920
9411;;;;;9329;"R";9;93;932
9412;;;;;5911;"J";5;59;591
9412;;;;;5912;"J";5;59;591
9412;;;;;5913;"J";5;59;591
9412;;;;;5914;"J";5;59;591
9412;;;;;5920;"J";5;59;592
9412;;;;;7721;"N";7;77;772
9412;;;;;7722;"N";7;77;772
9412;;;;;7729;"N";7;77;772
9412;;;;;7730;"N";7;77;773
9413;;;;;5911;"J";5;59;591
9413;;;;;5920;"J";5;59;592
9413;;;;;6010;"J";6;60;601
9413;;;;;6020;"J";6;60;602
9413;;;;;6110;"J";6;61;611
9413;;;;;6120;"J";6;61;612
9413;;;;;6130;"J";6;61;613
9413;;;;;6190;"J";6;61;619
9414;;;;;5911;"J";5;59;591
9414;;;;;5912;"J";5;59;591
9414;;;;;5913;"J";5;59;591
9414;;;;;5920;"J";5;59;592
9414;;;;;6399;"J";6;63;639
9414;;;;;7310;"M";7;73;731
9414;;;;;7410;"M";7;74;741
9414;;;;;7490;"M";7;74;749
9414;;;;;7721;"N";7;77;772
9414;;;;;7722;"N";7;77;772
9414;;;;;7729;"N";7;77;772
9414;;;;;7730;"N";7;77;773
9414;;;;;7810;"N";7;78;781
9414;;;;;7990;"N";7;79;799
9414;;;;;8211;"N";8;82;821
9414;;;;;8219;"N";8;82;821
9414;;;;;8220;"N";8;82;822
9414;;;;;8230;"N";8;82;823
9414;;;;;8291;"N";8;82;829
9414;;;;;8299;"N";8;82;829
9414;;;;;8542;"P";8;85;854
9414;;;;;8550;"P";8;85;855
9414;;;;;9000;"R";9;90;900
9414;;;;;9200;"R";9;92;920
9414;;;;;9321;"R";9;93;932
9414;;;;;9329;"R";9;93;932
9415;;;;;7990;"N";7;79;799
9415;;;;;9000;"R";9;90;900
9420;;;;;5912;"J";5;59;591
9420;;;;;9101;"R";9;91;910
9420;;;;;9102;"R";9;91;910
9420;;;;;9103;"R";9;91;910
9490;;;;;161;"A";0;1;16
9490;;;;;162;"A";0;1;16
9490;;;;;163;"A";0;1;16
9490;;;;;164;"A";0;1;16
9490;;;;;4922;"H";4;49;492
9490;;;;;7710;"N";7;77;771
9490;;;;;7721;"N";7;77;772
9490;;;;;7722;"N";7;77;772
9490;;;;;7729;"N";7;77;772
9490;;;;;7730;"N";7;77;773
9490;;;;;7810;"N";7;78;781
9490;;;;;7990;"N";7;79;799
9490;;;;;8130;"N";8;81;813
9490;;;;;8541;"P";8;85;854
9490;;;;;8542;"P";8;85;854
9490;;;;;8549;"P";8;85;854
9490;;;;;9000;"R";9;90;900
9490;;;;;9200;"R";9;92;920
9490;;;;;9311;"R";9;93;931
9490;;;;;9312;"R";9;93;931
9490;;;;;9319;"R";9;93;931
9490;;;;;9321;"R";9;93;932
9490;;;;;9329;"R";9;93;932
9490;;;;;9609;"S";9;96;960
9511;;;;;3313;"C";3;33;331
9511;;;;;8020;"N";8;80;802
9511;;;;;9512;"S";9;95;951
9511;;;;;9521;"S";9;95;952
9511;;;;;9522;"S";9;95;952
9511;;;;;9523;"S";9;95;952
9511;;;;;9524;"S";9;95;952
9511;;;;;9529;"S";9;95;952
9512;;;;;3313;"C";3;33;331
9512;;;;;4321;"F";4;43;432
9512;;;;;4322;"F";4;43;432
9512;;;;;4329;"F";4;43;432
9512;;;;;4330;"F";4;43;433
9512;;;;;4390;"F";4;43;439
9512;;;;;8020;"N";8;80;802
9512;;;;;9512;"S";9;95;951
9512;;;;;9521;"S";9;95;952
9512;;;;;9522;"S";9;95;952
9512;;;;;9523;"S";9;95;952
9512;;;;;9524;"S";9;95;952
9512;;;;;9529;"S";9;95;952
9513;;;;;4520;"G";4;45;452
9513;;;;;4540;"G";4;45;454
9513;;;;;5221;"H";5;52;522
9514;;;;;3313;"C";3;33;331
9514;;;;;8020;"N";8;80;802
9514;;;;;9512;"S";9;95;951
9514;;;;;9521;"S";9;95;952
9514;;;;;9522;"S";9;95;952
9514;;;;;9523;"S";9;95;952
9514;;;;;9524;"S";9;95;952
9514;;;;;9529;"S";9;95;952
9519;;;;;3312;"C";3;33;331
9519;;;;;3313;"C";3;33;331
9519;;;;;4540;"G";4;45;454
9519;;;;;8020;"N";8;80;802
9519;;;;;9511;"S";9;95;951
9519;;;;;9512;"S";9;95;951
9519;;;;;9521;"S";9;95;952
9519;;;;;9522;"S";9;95;952
9519;;;;;9523;"S";9;95;952
9519;;;;;9524;"S";9;95;952
9519;;;;;9529;"S";9;95;952
9520;;;;;3313;"C";3;33;331
9520;;;;;8020;"N";8;80;802
9520;;;;;9512;"S";9;95;951
9520;;;;;9521;"S";9;95;952
9520;;;;;9522;"S";9;95;952
9520;;;;;9523;"S";9;95;952
9520;;;;;9524;"S";9;95;952
9520;;;;;9529;"S";9;95;952
9520;;;;;9601;"S";9;96;960
9530;;;;;9700;"T";9;97;970
9591;;;;;8522;"P";8;85;852
9591;;;;;8542;"P";8;85;854
9591;;;;;8549;"P";8;85;854
9591;;;;;9602;"S";9;96;960
9592;;;;;7420;"M";7;74;742
9599;;;;;7911;"N";7;79;791
9599;;;;;7912;"N";7;79;791
9599;;;;;7990;"N";7;79;799
9599;;;;;8121;"N";8;81;812
9599;;;;;8129;"N";8;81;812
9599;;;;;8541;"P";8;85;854
9599;;;;;9603;"S";9;96;960
9599;;;;;9609;"S";9;96;960
9600;;;;;9900;"U";9;99;990
;;;;;9810;"T";9;98;981
;;;;;9820;"T";9;98;982
